index,x,y,z
1423,83,568,341
1424,192,-436,775
1425,5,723,-60
1426,917,361,-632
1427,-353,-348,-859
1428,177,-640,595
1429,496,-603,331
1430,236,869,-201
1431,-648,-14,-153
1432,580,194,-852
1433,226,140,-929
1434,474,420,742
1435,-508,-458,329
1436,711,118,304
1437,-123,-995,219
1438,559,952,408
1439,-178,-755,-341
1440,-804,951,-774
1441,-149,-567,699
1442,-581,-651,537
1443,-739,-638,755
1444,-249,741,996
1445,-109,-543,886
1446,170,-578,988
1447,-471,-932,-974
1448,-774,635,-592
1449,-974,-780,809
1450,-604,-4,-916
1451,-690,-419,260
1452,-192,-226,380
1453,133,-691,-470
1454,772,152,-205
1455,29,-659,695
1456,-306,577,-22
1457,-251,588,-531
1458,-944,-103,177
1459,-928,893,704
1460,321,296,-60
1461,-788,47,895
1462,-693,-787,940
1463,425,102,-92
1464,614,-503,-185
1465,-858,-454,-937
1466,-186,-612,-434
1467,740,12,-863
1468,-825,493,-875
1469,-766,45,-943
1470,500,383,-476
1471,716,-138,586
1472,572,-607,-664
1473,549,826,-143
1474,606,761,-50
1475,-31,-140,-244
1476,-550,-514,-576
1477,591,-602,-1
1478,658,-307,730
1479,-158,-624,-565
1480,-383,-777,-575
1481,624,515,995
1482,922,-881,61
1483,-755,-813,746
1484,-452,-68,152
1485,-469,-748,30
1486,-171,191,487
1487,-81,795,652
1488,565,675,938
1489,-456,-744,315
1490,37,-699,-981
1491,-230,-21,-682
1492,-159,128,237
1493,846,462,-115
1494,-489,414,-959
1495,-330,-214,198
1496,-971,272,-810
1497,94,-499,-938
1498,-695,429,-230
1499,55,301,-872
1500,521,959,-322
1501,465,115,373
1502,-836,869,871
1503,237,-777,626
1504,475,-545,721
1505,-401,496,171
1506,443,-29,741
1507,-334,-533,435
1508,335,179,670
1509,897,728,-643
1510,679,-682,573
1511,121,256,-462
1512,615,-826,381
1513,-864,-584,575
1514,-225,-831,-946
1515,-85,399,-99
1516,443,846,457
1517,-163,-409,986
1518,-918,-64,-124
1519,-87,941,704
1520,-567,-752,-689
1521,931,-165,949
1522,948,-331,522
1523,522,97,-499
1524,-303,545,215
1525,-197,-54,-943
1526,738,333,-775
1527,-450,-607,-240
1528,5,983,-471
1529,591,-265,-814
1530,854,-357,-968
1531,-804,-862,-992
1532,880,260,157
1533,507,917,-281
1534,-918,483,-412
1535,956,-118,-74
1536,-340,640,39
1537,952,-348,328
1538,-293,397,683
1539,-42,-616,-597
1540,764,-537,-792
1541,814,596,-132
1542,-222,986,185
1543,-833,785,184
1544,-165,-876,19
1545,-300,87,388
1546,-957,537,25
1547,-169,-204,-879
1548,378,-293,179
1549,327,756,768
1550,-627,-361,-612
1551,988,537,-410
1552,199,-985,347
1553,-267,-989,954
1554,105,-543,224
1555,-111,762,-301
1556,961,-545,170
1557,-260,374,-664
1558,453,825,-963
1559,-694,696,659
1560,155,-985,777
1561,808,40,-928
1562,-520,-267,-741
1563,22,480,596
1564,595,676,-73
1565,101,229,997
1566,-747,6,670
1567,-355,839,-531
1568,-362,-657,479
1569,-547,782,-625
1570,469,-466,8
1571,749,-854,475
1572,-557,-477,913
1573,-153,-675,-741
1574,-254,980,743
1575,-805,169,-154
1576,767,-480,-330
1577,-451,247,-443
1578,-746,-940,-654
1579,998,562,-249
1580,-294,-205,120
1581,-360,-14,-623
1582,-770,-189,-941
1583,-307,-452,-12
1584,553,-379,-69
1585,-102,523,128
1586,-328,358,649
1587,579,-517,-820
1588,109,913,-43
1589,952,572,938
1590,-627,492,-677
1591,-311,-530,-245
1592,335,-317,-613
1593,-132,332,-666
1594,-109,709,937
1595,-481,-430,611
1596,-142,-273,152
1597,240,-380,-49
1598,61,-903,-896
1599,-368,-630,-528
1600,-63,857,204
1601,641,-286,795
1602,200,237,-307
1603,-986,-559,925
1604,686,-871,-414
1605,520,850,-154
1606,110,785,637
1607,-894,163,-282
1608,653,599,-9
1609,-272,943,812
1610,613,673,-607
1611,-736,287,-99
1612,331,291,375
1613,-63,-406,533
1614,752,-124,227
1615,235,742,780
1616,-574,482,-259
1617,-79,-901,502
1618,48,740,468
1619,103,-886,180
1620,-623,-911,-289
1621,-35,-101,522
1622,639,-183,-248
1623,-937,120,-774
1624,-623,716,-46
1625,637,-817,-828
1626,320,852,-275
1627,84,833,-351
1628,56,-931,101
1629,664,989,841
1630,-526,159,-494
1631,-484,313,-803
1632,-507,-99,-759
1633,93,397,571
1634,396,-995,-620
1635,-890,-167,-454
1636,701,-154,753
1637,-265,-244,-413
1638,735,-346,510
1639,-296,-433,594
1640,615,27,-713
1641,980,-351,-944
1642,-770,448,-281
1643,18,857,346
1644,882,-384,-445
1645,594,-579,-8
1646,206,-145,-271
1647,484,786,-748
1648,-363,270,630
1649,527,656,-866
1650,-547,108,579
1651,-939,-263,410
1652,-65,-72,575
1653,755,685,-518
1654,-895,-1000,-481
1655,-255,-933,-609
1656,767,-683,358
1657,192,501,27
1658,-598,724,599
1659,611,660,-422
1660,23,-435,-686
1661,707,436,427
1662,-322,-827,2
1663,720,-541,-864
1664,444,-959,332
1665,237,-326,680
1666,541,-210,723
1667,380,-285,-703
1668,199,-638,757
1669,-479,-249,-171
1670,-204,-743,-169
1671,-190,-439,534
1672,-335,330,-633
1673,-994,921,-31
1674,726,-976,848
1675,-874,-932,-332
1676,504,-809,-146
1677,-367,588,18
1678,-565,-400,683
1679,-712,-502,822
1680,96,-815,-208
1681,522,-82,-502
1682,456,457,41
1683,-737,193,283
1684,569,-291,144
1685,-995,299,-236
1686,876,-979,138
1687,-28,876,-338
1688,742,-155,-261
1689,-255,-337,848
1690,602,-652,424
1691,854,73,-777
1692,811,-54,687
1693,143,-901,132
1694,86,363,-975
1695,459,-549,-372
1696,796,-783,589
1697,-835,-604,-647
1698,-53,704,-76
1699,613,-133,-563
1700,-308,-98,-473
1701,170,46,-376
1702,239,505,426
1703,139,-141,498
1704,-299,493,-13
1705,-10,742,721
1706,60,-851,194
1707,900,-204,-513
1708,-974,780,-912
1709,755,-158,317
1710,963,994,-535
1711,397,-166,797
1712,-850,814,455
1713,464,-674,-598
1714,46,-17,-458
1715,-461,512,-413
1716,777,-555,667
1717,-366,-100,-700
1718,-546,97,-859
1719,-925,14,75
1720,769,-699,-149
1721,602,-936,305
1722,-529,-183,443
1723,-338,-815,-168
1724,382,-265,-132
1725,-263,929,238
1726,385,171,-444
1727,493,-886,819
1728,853,-751,-594
1729,305,-993,-124
1730,-837,382,834
1731,-299,229,-936
1732,359,-840,386
1733,902,-831,-593
1734,-51,714,668
1735,-775,-480,33
1736,681,289,691
1737,-893,98,-826
1738,-15,505,791
1739,-222,479,646
1740,-92,-378,166
1741,-694,-107,85
1742,364,293,-489
1743,-443,158,331
1744,789,-117,409
1745,454,-482,-832
1746,-230,245,-342
1747,655,-126,137
1748,-107,-260,-109
1749,-705,-586,-648
1750,807,759,-616
1751,137,-258,925
1752,512,180,276
1753,485,-847,-379
1754,-981,464,-9
1755,-643,-719,-366
1756,750,566,443
1757,-115,926,124
1758,-988,51,-188
1759,526,936,-412
1760,106,995,-586
1761,-632,873,788
1762,319,-296,397
1763,-176,-829,357
1764,359,831,76
1765,-897,-793,-958
1766,333,-997,-767
1767,847,786,621
1768,-105,-451,-944
1769,33,-619,-256
1770,-478,468,488
1771,105,-37,766
1772,507,-271,447
1773,-297,-637,-498
1774,258,930,14
1775,-900,83,16
1776,37,188,567
1777,87,781,-868
1778,684,965,624
1779,307,-7,-894
1780,-407,-284,-134
1781,910,-501,871
1782,-836,-453,-555
1783,540,-580,-983
1784,732,946,-244
1785,-499,608,-461
1786,-430,164,194
1787,646,844,-97
1788,341,624,715
1789,-541,-306,-624
1790,-915,-750,919
1791,296,-421,-481
1792,983,871,264
1793,197,-767,-120
1794,221,462,646
1795,322,-468,700
1796,-392,-35,276
1797,774,-881,-561
1798,-300,-258,356
1799,-11,-80,-553
1800,-947,-657,969
1801,-566,-294,-411
1802,99,678,-41
1803,112,-211,191
1804,-129,-322,-862
1805,-753,-84,-863
1806,-773,176,-447
1807,-418,-921,64
1808,497,-678,-546
1809,568,-9,505
1810,472,530,183
1811,-792,-165,-812
1812,-57,710,416
1813,-691,-4,489
1814,751,-457,590
1815,-678,-619,763
1816,89,-70,836
1817,-471,167,949
1818,-483,-851,-664
1819,-706,471,286
1820,-188,-851,214
1821,206,595,-38
1822,789,70,426
1823,-268,666,-529
1824,991,-121,232
1825,-998,-267,-140
1826,837,-474,-763
1827,334,783,487
1828,-980,-992,790
1829,-900,374,597
1830,477,-89,-571
1831,434,35,-153
1832,-72,823,959
1833,108,-515,-730
1834,994,-226,369
1835,250,880,-581
1836,-523,538,-14
1837,92,-434,350
1838,-777,-49,-446
1839,658,-801,430
1840,-749,886,20
1841,18,-906,-683
1842,601,563,-806
1843,102,732,-835
1844,-510,26,-119
1845,-509,-778,816
1846,329,-523,-594
1847,880,842,-606
1848,12,-292,-756
1849,-388,703,193
1850,-700,585,-458
1851,-379,-852,-630
1852,-175,265,-656
1853,-641,-155,-427
1854,592,588,-444
1855,113,-780,-401
1856,-35,817,719
1857,482,-448,789
1858,654,818,989
1859,65,244,-790
1860,283,853,-977
1861,-144,-995,-437
1862,-119,-588,498
1863,-602,-77,63
1864,490,-42,-54
1865,688,540,-563
1866,-818,749,418
1867,410,-953,-266
1868,170,745,-436
1869,496,-336,-964
1870,-986,-220,122
1871,-268,-469,-630
1872,296,-218,724
1873,-235,-106,-326
1874,149,885,-740
1875,179,413,719
1876,-170,-733,-346
1877,-978,-582,266
1878,89,-756,882
1879,397,558,-989
1880,18,-255,-321
1881,-72,718,951
1882,-162,-446,-664
1883,-524,341,907
1884,-260,354,-104
1885,-885,-390,-309
1886,465,212,-896
1887,853,908,-875
1888,-7,465,-596
1889,785,857,493
1890,-9,414,-675
1891,957,340,-996
1892,484,653,-327
1893,-67,-787,-363
1894,303,-912,709
1895,347,-983,-360
1896,526,-620,465
1897,403,-447,819
1898,512,-237,-213
1899,794,-173,208
1900,-520,-280,783
1901,939,525,-480
1902,-529,-235,265
1903,802,-212,-753
1904,-334,679,-380
1905,876,320,206
1906,-336,-514,259
1907,85,-49,-203
1908,-30,169,757
1909,930,-820,-418
1910,766,50,318
1911,-830,-312,972
1912,-467,-508,-728
1913,777,-539,-771
1914,406,-621,339
1915,802,-285,-47
1916,103,407,-582
1917,-915,956,800
1918,261,369,838
1919,918,-928,955
1920,-919,662,-403
1921,867,-241,-360
1922,94,77,-887
1923,-870,367,10
1924,-985,64,680
1925,-738,-27,48
1926,12,750,6
1927,864,199,49
1928,559,162,552
1929,245,-667,-861
1930,191,419,595
1931,763,129,-540
1932,245,-98,-704
1933,-232,452,-756
1934,-680,412,994
1935,-475,144,77
1936,-914,224,-718
1937,887,-880,893
1938,-811,-563,-916
1939,771,591,-906
1940,-443,644,-630
1941,-982,668,-101
1942,184,207,-241
1943,-844,502,-424
1944,-861,-377,994
1945,-312,664,596
1946,-407,-325,179
1947,-468,-627,-275
1948,-104,249,-668
1949,298,-662,891
1950,-913,716,600
1951,-659,-981,-822
1952,-286,-553,-509
1953,-763,971,-732
1954,437,-818,134
1955,63,-156,476
1956,999,655,536
1957,-104,188,303
1958,-80,-172,-552
1959,178,-742,142
1960,-728,374,-27
1961,793,733,868
1962,-187,-399,909
1963,638,-383,332
1964,-654,-606,-269
1965,-965,-230,712
1966,-368,644,-702
1967,-1000,540,-759
1968,342,-458,3
1969,-396,-794,511
1970,73,-427,-387
1971,243,-288,859
1972,-965,897,-487
1973,-76,-721,890
1974,158,841,906
1975,-544,-826,235
1976,-829,-110,853
1977,712,255,193
1978,-571,-614,-36
1979,996,-991,-586
1980,110,-830,-941
1981,317,-313,971
1982,657,150,713
1983,-827,-182,-13
1984,-539,840,-57
1985,856,316,-197
1986,-695,361,422
1987,-458,310,430
1988,-448,463,-4
1989,142,539,196
1990,-242,932,-403
1991,-230,676,383
1992,-69,-67,-368
1993,758,140,-167
1994,-495,752,-791
1995,92,831,-607
1996,642,-222,-601
1997,480,513,260
1998,240,-867,480
1999,-963,917,249
2000,-111,-34,495
2001,610,988,364
2002,-360,-31,-444
2003,-847,-653,434
2004,662,-506,-630
2005,320,259,-806
2006,-598,649,-824
2007,727,717,-378
2008,-31,823,136
2009,222,-436,579
2010,597,-503,-363
2011,46,-682,-350
2012,-857,-315,-646
2013,-859,940,815
2014,-965,-883,-121
2015,-23,-887,-365
2016,-758,86,-337
2017,125,716,209
2018,-442,849,889
2019,234,537,704
2020,-568,-853,523
2021,-537,-102,-175
2022,-898,94,-742
2023,-807,976,847
2024,-516,-387,-18
2025,-988,-32,286
2026,152,406,294
2027,113,-813,682
2028,656,-667,-725
2029,-899,601,-538
2030,-743,-533,-229
2031,-253,-1,-160
2032,580,273,81
2033,236,-47,-167
2034,-265,855,-391
2035,27,643,-543
2036,-960,225,509
2037,-310,701,265
2038,782,724,-709
2039,-240,326,63
2040,65,-850,995
2041,180,-75,-889
2042,-290,643,274
2043,-701,-195,18
2044,-34,-707,-975
2045,767,-937,137
2046,-214,-473,-27
2047,-848,787,247
2048,-935,-956,-629
2049,418,-16,-754
2050,-911,211,224
2051,-345,691,-354
2052,-966,-15,861
2053,617,620,-294
2054,-152,790,-670
2055,468,269,477
2056,354,-546,-181
2057,709,-92,576
2058,-204,381,95
2059,620,-936,-591
2060,-462,-19,472
2061,-877,321,972
2062,-401,452,91
2063,121,616,-28
2064,992,712,-294
2065,836,790,611
2066,-699,196,963
2067,-260,-475,-534
2068,576,316,339
2069,-506,-750,-995
2070,196,172,479
2071,788,-148,-362
2072,560,682,-312
2073,-826,555,357
2074,-487,187,306
2075,809,272,-52
2076,509,-771,813
2077,806,896,264
2078,836,-952,-272
2079,322,668,-994
2080,-428,-686,-334
2081,-162,-344,-587
2082,-237,-697,-70
2083,-957,55,-571
2084,373,923,-788
2085,-121,-939,480
2086,234,436,-715
2087,-43,-459,-416
2088,-220,-570,158
2089,735,874,-691
2090,619,-695,-575
2091,-330,414,459
2092,-948,-102,-304
2093,894,-889,-110
2094,-151,578,738
2095,807,-413,-910
2096,-950,697,10
2097,-464,877,-194
2098,-340,782,-743
2099,191,-687,-825
2100,441,-784,442
2101,-113,199,-825
2102,-742,965,-818
2103,23,-623,-457
2104,671,-758,386
2105,186,-366,808
2106,49,617,367
2107,-857,-605,113
2108,213,171,-954
2109,898,-551,-330
2110,816,-548,-159
2111,-83,624,-923
2112,326,-879,93
2113,-955,277,10
2114,-156,-89,-496
2115,544,339,978
2116,-221,39,-890
2117,899,-2,645
2118,618,-265,4
2119,635,-64,-438
2120,-283,908,517
2121,682,967,136
2122,-344,-871,-322
2123,-628,545,-872
2124,-802,-499,193
2125,675,-278,640
2126,-648,-954,92
2127,-189,789,136
2128,493,-855,-41
2129,107,607,-884
2130,118,123,-102
2131,-736,660,715
2132,813,851,-315
2133,-194,-202,-438
2134,900,-192,-643
2135,981,-129,-56
2136,612,-283,697
2137,-441,-844,527
2138,63,401,710
2139,902,-349,-391
2140,685,120,288
2141,-172,-738,5
2142,-878,-827,768
2143,-934,483,170
2144,107,-55,-888
2145,569,-388,418
2146,-50,-338,-397
2147,-514,-977,21
2148,-645,-102,-567
2149,-589,-963,-810
2150,-676,-859,-266
2151,754,-67,190
2152,816,462,490
2153,528,709,406
2154,893,-331,243
2155,-588,613,572
2156,805,-377,-958
2157,843,-743,-833
2158,396,31,536
2159,292,226,-510
2160,-522,-626,-442
2161,380,90,-545
2162,-199,-188,-160
2163,-903,99,-679
2164,-562,-389,531
2165,-346,857,-340
2166,553,-26,181
2167,944,-949,-508
2168,278,-627,-588
2169,-214,269,-630
2170,800,-143,507
2171,583,-489,427
2172,-578,-670,-42
2173,-627,236,657
2174,636,857,-991
2175,99,55,-882
2176,694,-426,130
2177,255,151,-381
2178,226,-382,-662
2179,-351,-745,-695
2180,349,-397,-127
2181,633,-561,-168
2182,637,620,-755
2183,-427,738,-542
2184,284,286,89
2185,-325,381,-82
2186,-496,258,-257
2187,379,360,116
2188,852,-808,969
2189,-919,-719,-859
2190,-859,-510,866
2191,-607,233,98
2192,161,614,-919
2193,269,756,171
2194,-994,-165,-525
2195,726,321,342
2196,259,339,-272
2197,-296,284,-343
2198,-670,878,-197
2199,-905,-129,-728
2200,-628,-963,-829
2201,-665,-160,-863
2202,-323,199,-36
2203,-36,-83,-984
2204,-741,720,-719
2205,23,-388,-245
2206,407,-565,-258
2207,-165,-140,-556
2208,-247,824,-21
2209,571,765,631
2210,926,715,-664
2211,522,-344,189
2212,-990,-181,-626
2213,397,754,-30
2214,-153,-92,-580
2215,925,-13,845
2216,685,-871,580
2217,115,660,902
2218,428,681,257
2219,-523,-618,31
2220,530,-580,948
2221,-188,924,-743
2222,-920,50,9
2223,400,-336,126
2224,936,263,-429
2225,-147,131,-900
2226,975,-678,35
2227,899,-718,32
2228,-316,711,-650
2229,541,-869,33
2230,-331,358,-948
2231,924,29,-53
2232,-501,2,918
2233,-657,52,-861
2234,382,998,-416
2235,-768,-804,-996
2236,403,-599,364
2237,-633,966,-239
2238,49,283,676
2239,404,110,-742
2240,258,596,-946
2241,126,-811,-570
2242,383,804,-908
2243,712,-151,-326
2244,81,-285,-985
2245,-951,-365,-352
2246,228,-856,150
2247,-181,-399,749
2248,518,-710,-643
2249,-129,-127,-921
2250,-952,-464,788
2251,667,797,-522
2252,-314,744,-818
2253,-591,-685,-165
2254,-615,-692,-765
2255,602,830,607
2256,-772,-115,-425
2257,466,339,-27
2258,842,-50,-492
2259,-833,-282,629
2260,-572,651,-344
2261,-610,-214,366
2262,782,-724,875
2263,-918,-26,-158
2264,-546,-730,-608
2265,59,590,-198
2266,385,729,-627
2267,313,-547,-450
2268,-75,-239,-363
2269,955,674,-910
2270,916,164,732
2271,-379,-756,-443
2272,318,353,271
2273,-816,711,-518
2274,243,127,339
2275,-986,-577,-477
2276,-719,-632,721
2277,-852,-21,-768
2278,-609,-916,841
2279,-332,456,-322
2280,-272,50,-218
2281,763,-212,845
2282,335,-27,146
2283,-551,458,164
2284,-683,202,556
2285,-673,327,34
2286,-560,499,804
2287,-393,805,-476
2288,-789,-861,-49
2289,816,229,-311
2290,-586,-290,-747
2291,720,192,-214
2292,-723,-389,575
2293,6,-27,-519
2294,-640,71,632
2295,-116,-943,335
2296,-927,980,215
2297,-234,-872,173
2298,60,-597,-689
2299,-300,-725,194
2300,581,784,401
2301,411,543,94
2302,738,-310,-39
2303,782,413,111
2304,-282,-793,-735
2305,-857,552,-456
2306,326,-27,785
2307,-529,-343,-803
2308,-75,-286,-764
2309,-118,-50,-582
2310,119,198,-638
2311,868,705,-334
2312,-211,-557,27
2313,204,636,9
2314,-415,-463,-455
2315,-969,371,-153
2316,98,-329,517
2317,-277,-443,319
2318,969,-495,-632
2319,937,798,10
2320,-422,-279,755
2321,-85,589,368
2322,-759,-988,261
2323,-678,586,-510
2324,321,-289,-557
2325,-636,980,-506
2326,-959,-733,-407
2327,-103,-304,-712
2328,-755,-326,393
2329,-818,-557,70
2330,-863,978,-560
2331,-422,-538,-135
2332,825,-537,196
2333,738,238,697
2334,359,404,705
2335,-815,508,-92
2336,361,215,569
2337,-307,-223,625
2338,-610,-835,392
2339,944,-373,279
2340,-322,140,-973
2341,162,-641,-718
2342,-172,-238,-744
2343,58,652,-488
2344,-448,973,-858
2345,950,963,-297
2346,-149,-883,287
2347,394,-56,-274
2348,-750,-837,314
2349,-50,339,272
2350,-21,-997,-920
2351,-470,683,-851
2352,616,82,-728
2353,-712,741,546
2354,984,0,-205
2355,-370,103,-562
2356,-695,-717,728
2357,940,-702,362
2358,40,20,671
2359,-346,-817,371
2360,-439,-806,-642
2361,-776,-676,825
2362,-734,-555,897
2363,958,-337,-125
2364,-66,365,-741
2365,-111,-528,738
2366,14,-797,-991
2367,-164,-834,710
2368,526,-575,672
2369,162,-797,-28
2370,-572,-918,931
2371,-635,-508,602
2372,-767,-720,597
2373,-526,-412,420
2374,-494,688,-369
2375,-838,655,583
2376,723,-336,-49
2377,146,470,-686
2378,-960,279,80
2379,-241,-71,951
2380,999,-584,588
2381,362,801,-822
2382,597,-783,-754
2383,-291,669,950
2384,-919,193,445
2385,416,444,998
2386,-743,-767,124
2387,962,-211,-553
2388,-504,316,142
2389,-649,-771,885
2390,-693,-478,727
2391,647,-461,-800
2392,-440,-492,287
2393,-374,-807,-282
2394,143,756,-128
2395,-33,-601,283
2396,-628,-948,246
2397,455,-514,-1
2398,-348,606,-787
2399,911,52,-946
2400,325,-589,-685
2401,635,37,-228
2402,23,752,-994
2403,-876,794,-969
2404,-217,240,-720
2405,-413,-982,-651
2406,-200,532,482
2407,880,834,-534
2408,395,-733,-358
2409,971,-782,180
2410,74,-656,727
2411,-415,-395,766
2412,702,882,624
2413,232,697,236
2414,-57,287,-425
2415,-235,-136,-331
2416,-21,-744,-944
2417,-52,50,-543
2418,-864,521,-336
2419,-106,-554,183
2420,7,-998,-786
2421,40,729,-475
2422,741,-421,-372
2423,274,650,-673
2424,-666,212,-603
2425,-319,358,799
2426,-849,-16,589
2427,269,-826,-337
2428,363,-905,-480
2429,-304,936,-808
2430,757,-955,-850
2431,530,200,493
2432,992,995,-930
2433,348,984,725
2434,263,282,467
2435,491,797,-757
2436,330,-32,921
2437,-563,-887,597
2438,-763,347,-568
2439,76,519,596
2440,101,-582,245
2441,716,-727,81
2442,592,-30,44
2443,243,-188,-723
2444,-769,-144,236
2445,-140,70,701
2446,-465,-984,562
2447,-393,860,-207
2448,-756,526,461
2449,-466,52,688
2450,-442,-497,931
2451,290,-169,817
2452,431,-991,874
2453,-848,834,-34
2454,738,416,79
2455,-220,949,-242
2456,818,368,82
2457,334,42,828
2458,79,-228,-941
2459,114,597,-610
2460,-31,-969,561
2461,397,-112,-733
2462,167,496,732
2463,322,956,905
2464,757,-611,271
2465,15,-270,-603
2466,-172,-962,337
2467,-570,70,-903
2468,316,-293,639
2469,800,77,353
2470,476,815,35
2471,-864,339,571
2472,87,-398,-341
2473,-590,-157,817
2474,939,936,-506
2475,302,-192,23
2476,412,-801,-20
2477,78,888,-529
2478,-837,-780,-127
2479,-292,524,114
2480,-56,-635,572
2481,-723,-942,-480
2482,-773,-131,-382
2483,-305,-733,434
2484,-57,713,-676
2485,585,895,-529
2486,155,-562,-988
2487,-996,500,-544
2488,-481,-40,346
2489,169,821,-13
2490,344,54,-85
2491,167,-727,-43
2492,-859,-70,235
2493,-322,-499,-888
2494,34,-612,-731
2495,498,-768,-839
2496,-430,753,907
2497,-340,1,115
2498,-906,633,-632
2499,970,342,249
2500,-61,-542,362
2501,-325,409,-358
2502,-825,-412,-119
2503,949,-879,-981
2504,300,-144,-979
2505,614,-134,-898
2506,696,-974,354
2507,-51,295,515
2508,-19,-739,584
2509,-359,-23,-793
2510,726,-29,-850
2511,-67,968,906
2512,738,281,441
2513,-542,357,906
2514,73,778,652
2515,-716,-909,968
2516,-912,-251,197
2517,-485,-44,-868
2518,581,-760,292
2519,-606,766,-949
2520,-690,574,-759
2521,727,742,804
2522,-668,344,-391
2523,477,946,728
2524,878,711,81
2525,286,46,-414
2526,-936,-825,545
2527,-104,-468,-551
2528,-609,-371,382
2529,0,498,-231
2530,-733,-581,635
2531,811,585,562
2532,-976,-62,-855
